# polynomial fit to KMOS YJ resolutions
# measured from the arc frame 2014-04-23T13:37:13.7240
# input wavelength (x) has to be in microns such that:
# resolution = p0 + p1*x + p2*x^2 + p3*x^3 + p4*x^4   
# ----------------------------------------------------
# IFU  p0  p1  p2  p3  p4   p5
 1	   349626.25	  -1174507.3	   1484906.3	  -831428.51	   174506.31	   0.0000000
 2	  -722147.53	   2518231.1	  -3275358.9	   1890055.1	  -407756.59	   0.0000000
 3	  -1926443.3	   6709579.1	  -8730495.8	   5036948.7	  -1086651.3	   0.0000000
 4	  -1940801.5	   6822150.7	  -8956249.5	   5211555.6	  -1133564.6	   0.0000000
 5	  -1408321.8	   4875049.6	  -6309601.1	   3625027.1	  -779402.11	   0.0000000
 6	  -1040156.3	   3562588.1	  -4560845.1	   2592914.1	  -551783.88	   0.0000000
 7	  -379321.50	   1321954.8	  -1714872.0	   987863.62	  -212686.75	   0.0000000
 8	   112277.09	  -372747.73	   474598.03	  -268987.10	   57793.799	   0.0000000
 9	  -1169291.1	   4059286.8	  -5265310.7	   3029054.1	  -651228.30	   0.0000000
10	  -731199.16	   2500238.7	  -3201517.6	   1824893.6	  -389926.05	   0.0000000
11	  -1759233.2	   6109944.1	  -7936176.6	   4574615.3	  -986600.69	   0.0000000
12	  -2334600.9	   8023128.6	  -10321778.	   5897434.6	  -1261984.8	   0.0000000
13	  -1800736.9	   6207579.9	  -8013463.8	   4597466.9	  -988522.04	   0.0000000
14	  -909570.05	   3093527.4	  -3939695.7	   2234076.2	  -475746.42	   0.0000000
15	  -804551.95	   2745666.6	  -3496016.8	   1975940.2	  -418159.08	   0.0000000
16	  -293298.32	   1062922.1	  -1415135.7	   829049.02	  -180310.00	   0.0000000
17	  -242504.75	   951151.97	  -1347898.8	   829592.95	  -187218.35	   0.0000000
18	   369573.49	  -1158691.8	   1366876.3	  -715808.06	   141174.26	   0.0000000
19	  -1461475.0	   4969844.1	  -6307733.4	   3545898.3	  -744225.48	   0.0000000
20	  -1554203.1	   5289201.6	  -6716675.4	   3776785.5	  -792780.94	   0.0000000
21	  -2000047.5	   6844301.1	  -8745205.1	   4949536.8	  -1046335.6	   0.0000000
22	  -1115580.7	   3844455.1	  -4938420.5	   2808148.3	  -595942.66	   0.0000000
23	  -676423.94	   2336473.2	  -2998501.3	   1701012.0	  -359626.50	   0.0000000
24	  -857831.32	   2861223.9	  -3551897.3	   1951822.1	  -400471.51	   0.0000000
