# polynomial fit to KMOS K resolutions
# measured from the arc frame 2014-05-10T13:50:14.0015
# input wavelength (x) has to be in microns such that:
# resolution = p0 + p1*x + p2*x^2 + p3*x^3 + p4*x^4   
# ----------------------------------------------------
# IFU  p0  p1  p2  p3  p4   p5
 1	  -79460.242	   84841.979	  -23586.588	  -354.47532	   636.49167	   0.0000000
 2	  -3040469.6	   5508938.5	  -3742458.2	   1130956.2	  -128223.49	   0.0000000
 3	  -4874688.2	   8885788.6	  -6068690.6	   1841710.8	  -209497.92	   0.0000000
 4	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000
 5	  -4613124.8	   8371337.8	  -5693330.4	   1720968.3	  -195020.36	   0.0000000
 6	  -1099938.1	   1976404.5	  -1332895.1	   401020.10	  -45357.563	   0.0000000
 7	  -937157.05	   1700870.1	  -1158732.0	   352285.56	  -40268.419	   0.0000000
 8	  -403543.20	   703045.10	  -459366.62	   134368.68	  -14792.095	   0.0000000
 9	  -903073.86	   1581498.3	  -1042480.9	   307365.18	  -34117.231	   0.0000000
10	  -1574951.0	   2750742.0	  -1801852.7	   525662.96	  -57568.356	   0.0000000
11	  -2399551.7	   4296927.9	  -2885721.2	   862434.44	  -96710.803	   0.0000000
12	  -6226841.6	   11324627.	  -7716573.7	   2335867.8	  -264964.63	   0.0000000
13	  -5418225.3	   9865258.1	  -6731638.3	   2041328.1	  -232047.09	   0.0000000
14	  -3571534.0	   6471097.6	  -4396117.6	   1328472.9	  -150642.02	   0.0000000
15	  -2179531.9	   3927696.8	  -2654450.9	   798761.30	  -90278.348	   0.0000000
16	  -1992682.1	   3581208.7	  -2412239.2	   723032.17	  -81346.171	   0.0000000
17	  -31191.988	   29861.611	  -584.13843	  -5343.6545	   1251.4014	   0.0000000
18	   608030.26	  -1076963.2	   716867.21	  -211579.97	   23423.925	   0.0000000
19	  -2430117.0	   4370864.6	  -2939981.3	   877432.88	  -97971.486	   0.0000000
20	  -2922177.6	   5234216.8	  -3506618.7	   1042350.8	  -115940.60	   0.0000000
21	  -3237071.8	   5782472.0	  -3862778.3	   1144731.2	  -126941.83	   0.0000000
22	  -954878.91	   1673972.6	  -1094273.5	   317309.15	  -34422.601	   0.0000000
23	   111105.51	  -231840.63	   182329.88	  -62306.570	   7842.1883	   0.0000000
24	  -128733.74	   145046.07	  -34263.952	  -8631.6518	   3041.6741	   0.0000000
