# polynomial fit to KMOS K resolutions
# measured from the arc frame 2014-01-09T12:49:25.7075
# input wavelength (x) has to be in microns such that:
# resolution = p0 + p1*x + p2*x^2 + p3*x^3 + p4*x^4   
# ----------------------------------------------------
# IFU  p0  p1  p2  p3  p4   p5
 1	   223895.53	  -464378.62	   346719.02	  -110671.98	   12893.105	   0.0000000
 2	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000
 3	  -5306218.8	   9555163.2	  -6451634.8	   1936997.7	  -218139.61	   0.0000000
 4	  -7599700.1	   13740653.	  -9314894.3	   2806967.4	  -317171.92	   0.0000000
 5	  -6165593.8	   11087965.	  -7477914.9	   2242438.6	  -252203.31	   0.0000000
 6	  -3265242.2	   5825392.0	  -3901428.8	   1163566.0	  -130329.39	   0.0000000
 7	  -1141091.5	   1986284.2	  -1303189.9	   383099.99	  -42534.712	   0.0000000
 8	   77416.251	  -182663.86	   143164.40	  -45385.503	   5064.2131	   0.0000000
 9	  -826264.55	   1484663.0	  -1006200.1	   305391.99	  -34904.436	   0.0000000
10	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000
11	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000
12	  -6472770.8	   11795128.	  -8055071.0	   2444268.4	  -277993.46	   0.0000000
13	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000
14	  -3171124.6	   5736004.5	  -3892477.4	   1175827.1	  -133378.30	   0.0000000
15	  -1744995.4	   3144551.8	  -2127475.5	   641847.26	  -72841.399	   0.0000000
16	  -478594.27	   843728.49	  -559195.03	   166443.10	  -18766.205	   0.0000000
17	  -1579196.0	   2884648.8	  -1978842.1	   605084.32	  -69498.965	   0.0000000
18	  -556208.43	   1026487.5	  -712490.00	   221388.66	  -25894.168	   0.0000000
19	  -2077721.7	   3798120.8	  -2602819.9	   793555.59	  -90749.917	   0.0000000
20	  -1284024.7	   2359118.3	  -1625503.6	   498916.00	  -57486.993	   0.0000000
21	  -226386.70	   405946.68	  -276335.14	   85793.474	  -10176.243	   0.0000000
22	  -484124.72	   852262.92	  -565832.97	   169293.93	  -19231.210	   0.0000000
23	   54891.329	  -164953.27	   151075.70	  -54311.143	   6806.1623	   0.0000000
24	   685572.00	  -1353741.5	   987196.27	  -314323.94	   36963.892	   0.0000000
